Account Number,Name,Income,Expenditure,Savings,Password
987654491,vivek auhari,66828,44740,22088,4491
987654491,vivek auhari,64606,59360,5246,4491
987654491,vivek auhari,53661,17230,36431,4491
987654491,vivek auhari,103766,83240,20526,4491
987654491,vivek auhari,109167,67360,41807,4491
987654491,vivek auhari,78829,39050,39779,4491
987654491,vivek auhari,54904,44770,10134,4491
987654491,vivek auhari,122422,82280,40142,4491
987654491,vivek auhari,107605,83020,24585,4491
987654491,vivek auhari,91215,27210,64005,4491
987654491,vivek auhari,126514,72900,53614,4491
987654491,vivek auhari,133246,47180,86066,4491
987654491,vivek auhari,133851,94140,39711,4491
987654491,vivek auhari,139417,94710,44707,4491
987654492,sachin,162935,55080,107855,4492
987654492,sachin,99762,54700,45062,4492
987654492,sachin,66245,41710,24535,4492
987654492,sachin,77366,35420,41946,4492
987654492,sachin,72251,65690,6561,4492
987654492,sachin,90181,43840,46341,4492
987654492,sachin,84736,38860,45876,4492
987654492,sachin,91039,28160,62879,4492
987654492,sachin,147348,89240,58108,4492
987654492,sachin,125898,116190,9708,4492
987654492,sachin,115261,104980,10281,4492
987654492,sachin,127933,93790,34143,4492
987654492,sachin,148349,88870,59479,4492
987654492,sachin,108562,99240,9322,4492
987654492,sachin,116163,111720,4443,4492
987654492,sachin,106560,73860,32700,4492
987654492,sachin,110850,50910,59940,4492
987654492,sachin,117692,52260,65432,4492
987654492,sachin,119782,115610,4172,4492
987654492,sachin,80468,44640,35828,4492
987654492,sachin,74220,59070,15150,4492
987654492,sachin,67268,21540,45728,4492
987654492,sachin,66685,42130,24555,4492
987654492,sachin,70656,68930,1726,4492
987654493,subhash chand bhatia,75650,51710,23940,4493
987654493,subhash chand bhatia,80820,50340,30480,4493
987654493,subhash chand bhatia,84901,70590,14311,4493
987654493,subhash chand bhatia,88641,32620,56021,4493
987654493,subhash chand bhatia,91633,53820,37813,4493
987654493,subhash chand bhatia,96165,52570,43595,4493
987654493,subhash chand bhatia,99542,63760,35782,4493
987654493,subhash chand bhatia,81304,30530,50774,4493
987654493,subhash chand bhatia,97881,86070,11811,4493
987654493,subhash chand bhatia,98508,68170,30338,4493
987654493,subhash chand bhatia,103667,51840,51827,4493
987654493,subhash chand bhatia,103282,26760,76522,4493
987654493,subhash chand bhatia,125183,90760,34423,4493
987654493,subhash chand bhatia,75661,20790,54871,4493
987654493,subhash chand bhatia,82151,75830,6321,4493
987654493,subhash chand bhatia,73494,23860,49634,4493
987654493,subhash chand bhatia,67796,37350,30446,4493
987654493,subhash chand bhatia,71646,34870,36776,4493
987654493,subhash chand bhatia,80501,43840,36661,4493
987654493,subhash chand bhatia,67730,56030,11700,4493
987654493,subhash chand bhatia,84923,73470,11453,4493
987654493,subhash chand bhatia,83163,81810,1353,4493
987654493,subhash chand bhatia,86914,77800,9114,4493
987654493,subhash chand bhatia,79346,26160,53186,4493
987654494,bhupender,100411,42110,58301,4494
987654494,bhupender,65134,16740,48394,4494
987654494,bhupender,60701,57780,2921,4494
987654494,bhupender,61570,30330,31240,4494
987654494,bhupender,63110,55110,8000,4494
987654494,bhupender,63132,55990,7142,4494
987654494,bhupender,64243,50760,13483,4494
987654494,bhupender,77795,26710,51085,4494
987654494,bhupender,96550,47830,48720,4494
987654494,bhupender,102666,26420,76246,4494
987654494,bhupender,99311,65210,34101,4494
987654494,bhupender,92359,46150,46209,4494
987654494,bhupender,102996,77780,25216,4494
987654494,bhupender,68467,48640,19827,4494
987654494,bhupender,72570,54870,17700,4494
987654494,bhupender,70271,66380,3891,4494
987654494,bhupender,125920,76270,49650,4494
987654494,bhupender,125920,63560,62360,4494
987654494,bhupender,69006,20720,48286,4494
987654494,bhupender,61669,16800,44869,4494
987654494,bhupender,59161,31940,27221,4494
987654494,bhupender,56928,51290,5638,4494
987654494,bhupender,59711,48500,11211,4494
987654494,bhupender,68467,17560,50907,4494
987654495,raghunandan das,69061,43190,25871,4495
987654495,raghunandan das,81766,49630,32136,4495
987654495,raghunandan das,83119,40210,42909,4495
987654495,raghunandan das,83790,29430,54360,4495
987654495,raghunandan das,95032,55550,39482,4495
987654495,raghunandan das,122730,77120,45610,4495
987654495,raghunandan das,62175,30590,31585,4495
987654495,raghunandan das,66014,54550,11464,4495
987654495,raghunandan das,62813,24690,38123,4495
987654495,raghunandan das,69336,59560,9776,4495
987654495,raghunandan das,58446,25440,33006,4495
987654495,raghunandan das,59029,15170,43859,4495
987654495,raghunandan das,57181,16090,41091,4495
987654495,raghunandan das,87211,54960,32251,4495
987654495,raghunandan das,92183,63560,28623,4495
987654495,raghunandan das,95351,53130,42221,4495
987654495,raghunandan das,114469,113920,549,4495
987654495,raghunandan das,122026,99490,22536,4495
987654495,raghunandan das,71195,67270,3925,4495
987654495,raghunandan das,77619,76520,1099,4495
987654495,raghunandan das,67686,38680,29006,4495
987654495,raghunandan das,61108,47380,13728,4495
987654495,raghunandan das,66751,41610,25141,4495
987654495,raghunandan das,79390,50370,29020,4495
987654496,sanjay,66619,61530,5089,4496
987654496,sanjay,82283,72200,10083,4496
987654496,sanjay,94834,60060,34774,4496
987654496,sanjay,96869,36980,59889,4496
987654496,sanjay,108573,106430,2143,4496
987654496,sanjay,108386,37820,70566,4496
987654496,sanjay,53067,26490,26577,4496
987654496,sanjay,66564,24280,42284,4496
987654496,sanjay,61471,36380,25091,4496
987654496,sanjay,61856,49180,12676,4496
987654496,sanjay,55916,18610,37306,4496
987654496,sanjay,69116,26830,42286,4496
987654496,sanjay,58072,44210,13862,4496
987654496,sanjay,86023,51140,34883,4496
987654496,sanjay,84505,81600,2905,4496
987654496,sanjay,87739,73020,14719,4496
987654496,sanjay,96517,74420,22097,4496
987654496,sanjay,124171,88510,35661,4496
987654496,sanjay,61867,19830,42037,4496
987654496,sanjay,85726,41500,44226,4496
987654496,sanjay,95373,53010,42363,4496
987654496,sanjay,100191,92970,7221,4496
987654496,sanjay,90104,65670,24434,4496
987654496,sanjay,112038,106160,5878,4496
987654497,ajay kumar,65992,51860,14132,4497
987654497,ajay kumar,66300,49300,17000,4497
987654497,ajay kumar,57082,53060,4022,4497
987654497,ajay kumar,60239,15670,44569,4497
987654497,ajay kumar,55927,15470,40457,4497
987654497,ajay kumar,72251,37270,34981,4497
987654497,ajay kumar,53848,42720,11128,4497
987654497,ajay kumar,82030,44300,37730,4497
987654497,ajay kumar,91622,37180,54442,4497
987654497,ajay kumar,98904,83810,15094,4497
987654497,ajay kumar,98420,31490,66930,4497
987654497,ajay kumar,104613,44640,59973,4497
987654497,ajay kumar,70788,56810,13978,4497
987654497,ajay kumar,78730,45920,32810,4497
987654497,ajay kumar,70304,48020,22284,4497
987654497,ajay kumar,71514,32280,39234,4497
987654497,ajay kumar,65310,39010,26300,4497
987654497,ajay kumar,70887,27780,43107,4497
987654497,ajay kumar,65893,55520,10373,4497
987654497,ajay kumar,79808,71330,8478,4497
987654497,ajay kumar,86067,85880,187,4497
987654497,ajay kumar,91369,72150,19219,4497
987654497,ajay kumar,90577,84850,5727,4497
987654497,ajay kumar,156995,59690,97305,4497
987654498,yognder,70656,23420,47236,4498
987654498,yognder,73681,46220,27461,4498
987654498,yognder,56103,53140,2963,4498
987654498,yognder,64518,46150,18368,4498
987654498,yognder,60932,43150,17782,4498
987654498,yognder,57962,23190,34772,4498
987654498,yognder,62307,27110,35197,4498
987654498,yognder,92557,67410,25147,4498
987654498,yognder,85462,82050,3412,4498
987654498,yognder,88223,75600,12623,4498
987654498,yognder,102556,73890,28666,4498
987654498,yognder,120596,57120,63476,4498
987654498,yognder,65475,54790,10685,4498
987654498,yognder,63781,29440,34341,4498
987654498,yognder,72845,22950,49895,4498
987654498,yognder,70425,52050,18375,4498
987654498,yognder,72724,69000,3724,4498
987654498,yognder,66410,50910,15500,4498
987654498,yognder,80479,26690,53789,4498
987654498,yognder,88014,58860,29154,4498
987654498,yognder,101665,77800,23865,4498
987654498,yognder,105416,70670,34746,4498
987654498,yognder,134720,133260,1460,4498
987654498,yognder,65035,39840,25195,4498
987654499,subhash,91468,79290,12178,4499
987654499,subhash,73934,23530,50404,4499
987654499,subhash,64881,62520,2361,4499
987654499,subhash,65981,53680,12301,4499
987654499,subhash,68214,20030,48184,4499
987654499,subhash,85451,58180,27271,4499
987654499,subhash,78015,54780,23235,4499
987654499,subhash,90731,70340,20391,4499
987654499,subhash,94240,50800,43440,4499
987654499,subhash,113237,72280,40957,4499
987654499,subhash,59370,38120,21250,4499
987654499,subhash,58963,34800,24163,4499
987654499,subhash,68896,27330,41566,4499
987654499,subhash,63704,53170,10534,4499
987654499,subhash,63429,34050,29379,4499
987654499,subhash,62340,16250,46090,4499
987654499,subhash,69655,52980,16675,4499
987654499,subhash,89279,82080,7199,4499
987654499,subhash,78785,41830,36955,4499
987654499,subhash,92260,74000,18260,4499
987654499,subhash,98486,25560,72926,4499
987654499,subhash,117769,90760,27009,4499
987654499,subhash,69853,52940,16913,4499
987654499,subhash,114766,108470,6296,4499
987654500,arun ,104393,74810,29583,4500
987654500,arun ,99542,31480,68062,4500
987654500,arun ,123973,64560,59413,4500
987654500,arun ,57302,50500,6802,4500
987654500,arun ,61537,19100,42437,4500
987654500,arun ,59887,30870,29017,4500
987654500,arun ,65739,19310,46429,4500
987654500,arun ,65563,45660,19903,4500
987654500,arun ,95538,50120,45418,4500
987654500,arun ,119782,100270,19512,4500
987654500,arun ,119397,54320,65077,4500
987654500,arun ,131761,57440,74321,4500
987654500,arun ,135171,36120,99051,4500
987654500,arun ,67829,57880,9949,4500
987654500,arun ,68390,22920,45470,4500
987654500,arun ,71085,26530,44555,4500
987654500,arun ,77300,58550,18750,4500
987654500,arun ,62846,33990,28856,4500
987654500,arun ,73362,30380,42982,4500
987654500,arun ,61471,28860,32611,4500
987654500,arun ,84384,75060,9324,4500
987654500,arun ,89334,50210,39124,4500
987654500,arun ,80204,41710,38494,4500
987654500,arun ,75243,41070,34173,4500
987654501,rahul,154949,67300,87649,4501
987654501,rahul,65046,42530,22516,4501
987654501,rahul,71833,64470,7363,4501
987654501,rahul,66080,26070,40010,4501
987654501,rahul,69402,29250,40152,4501
987654501,rahul,66619,61750,4869,4501
987654501,rahul,82063,72950,9113,4501
987654501,rahul,65541,51100,14441,4501
987654501,rahul,73934,29590,44344,4501
987654501,rahul,77960,49150,28810,4501
987654501,rahul,84582,23260,61322,4501
987654501,rahul,92832,26980,65852,4501
987654501,rahul,109651,46530,63121,4501
987654501,rahul,54640,30420,24220,4501
987654501,rahul,64782,33760,31022,4501
987654501,rahul,60404,36890,23514,4501
987654501,rahul,57533,35580,21953,4501
987654501,rahul,65563,49240,16323,4501
987654501,rahul,54266,27980,26286,4501
987654501,rahul,61713,59890,1823,4501
987654501,rahul,83746,76690,7056,4501
987654501,rahul,86969,81020,5949,4501
987654501,rahul,94405,87070,7335,4501
987654501,rahul,109079,79220,29859,4501
987654502,vikas,135831,79520,56311,4502
987654502,vikas,71921,67660,4261,4502
987654502,vikas,66234,33020,33214,4502
987654502,vikas,62967,46320,16647,4502
987654502,vikas,62560,50740,11820,4502
987654502,vikas,59975,59850,125,4502
987654502,vikas,58974,50350,8624,4502
987654502,vikas,61702,23040,38662,4502
987654502,vikas,81755,56580,25175,4502
987654502,vikas,83328,23450,59878,4502
987654502,vikas,87805,66870,20935,4502
987654502,vikas,99696,56900,42796,4502
987654502,vikas,125898,83070,42828,4502
987654502,vikas,63979,36410,27569,4502
987654502,vikas,65739,38060,27679,4502
987654502,vikas,64650,33760,30890,4502
987654502,vikas,64342,48570,15772,4502
987654502,vikas,57797,41340,16457,4502
987654502,vikas,68665,56490,12175,4502
987654502,vikas,69006,34920,34086,4502
987654502,vikas,82349,40040,42309,4502
987654502,vikas,101797,81330,20467,4502
987654502,vikas,104459,36990,67469,4502
987654502,vikas,113611,88620,24991,4502
987654503,vinod,145115,50580,94535,4503
987654503,vinod,61944,15870,46074,4503
987654503,vinod,70403,50120,20283,4503
987654503,vinod,56191,39170,17021,4503
987654503,vinod,59458,33230,26228,4503
987654503,vinod,64397,18180,46217,4503
987654503,vinod,59964,52550,7414,4503
987654503,vinod,60712,57190,3522,4503
987654503,vinod,85902,29860,56042,4503
987654503,vinod,86034,28590,57444,4503
987654503,vinod,96594,25510,71084,4503
987654503,vinod,94603,91370,3233,4503
987654503,vinod,132542,84610,47932,4503
987654503,vinod,68819,46330,22489,4503
987654503,vinod,63990,59300,4690,4503
987654503,vinod,53694,37120,16574,4503
987654503,vinod,64144,54330,9814,4503
987654503,vinod,60701,53330,7371,4503
987654503,vinod,55608,54420,1188,4503
987654503,vinod,67004,43490,23514,4503
987654503,vinod,92612,50550,42062,4503
987654503,vinod,87629,30180,57449,4503
987654503,vinod,91160,37270,53890,4503
987654503,vinod,115250,102750,12500,4503
987654504,salman,134258,111400,22858,4504
987654504,salman,73978,40160,33818,4504
987654504,salman,73934,42310,31624,4504
987654504,salman,63737,57590,6147,4504
987654504,salman,51857,21520,30337,4504
987654504,salman,119485,73690,45795,4504
987654504,salman,76882,52130,24752,4504
987654504,salman,87640,48810,38830,4504
987654504,salman,47017,12120,34897,4504
987654504,salman,139714,79110,60604,4504
987654504,salman,111741,75720,36021,4504
987654504,salman,122983,43280,79703,4504
987654504,salman,126250,83260,42990,4504
987654504,salman,145401,107240,38161,4504
987654504,salman,144675,127650,17025,4504
987654504,salman,184297,133570,50727,4504
987654504,salman,93052,52780,40272,4504
987654504,salman,93195,76460,16735,4504
987654504,salman,79445,58040,21405,4504
987654504,salman,87882,43110,44772,4504
987654504,salman,85495,51910,33585,4504
987654504,salman,79269,75450,3819,4504
987654504,salman,82679,46700,35979,4504
987654504,salman,78983,51930,27053,4504
987654505,mohan kumar,99674,38670,61004,4505
987654505,mohan kumar,135974,100730,35244,4505
987654505,mohan kumar,128692,40590,88102,4505
987654505,mohan kumar,151319,149630,1689,4505
987654505,mohan kumar,110476,109320,1156,4505
987654505,mohan kumar,89477,83060,6417,4505
987654505,mohan kumar,93943,41420,52523,4505
987654505,mohan kumar,87684,81720,5964,4505
987654505,mohan kumar,81205,25860,55345,4505
987654505,mohan kumar,91622,70090,21532,4505
987654505,mohan kumar,75232,68240,6992,4505
987654505,mohan kumar,90907,54300,36607,4505
987654505,mohan kumar,85286,64580,20706,4505
987654505,mohan kumar,101203,96160,5043,4505
987654505,mohan kumar,103447,96200,7247,4505
987654505,mohan kumar,115965,53730,62235,4505
987654505,mohan kumar,76761,63760,13001,4505
987654505,mohan kumar,63880,51330,12550,4505
987654505,mohan kumar,67895,28290,39605,4505
987654505,mohan kumar,67323,28700,38623,4505
987654505,mohan kumar,61988,45910,16078,4505
987654505,mohan kumar,71052,45500,25552,4505
987654505,mohan kumar,64683,25600,39083,4505
987654505,mohan kumar,94966,58380,36586,4505
987654506,sandeep meghawal,89444,50900,38544,4506
987654506,sandeep meghawal,95582,93940,1642,4506
987654506,sandeep meghawal,115448,74820,40628,4506
987654506,sandeep meghawal,98970,89320,9650,4506
987654506,sandeep meghawal,65783,46980,18803,4506
987654506,sandeep meghawal,74275,48140,26135,4506
987654506,sandeep meghawal,78653,22810,55843,4506
987654506,sandeep meghawal,71481,38060,33421,4506
987654506,sandeep meghawal,66278,61680,4598,4506
987654506,sandeep meghawal,50647,46510,4137,4506
987654506,sandeep meghawal,68335,52510,15825,4506
987654506,sandeep meghawal,88762,87840,922,4506
987654506,sandeep meghawal,81216,22550,58666,4506
987654506,sandeep meghawal,91622,53190,38432,4506
987654506,sandeep meghawal,93602,79510,14092,4506
987654506,sandeep meghawal,120046,63070,56976,4506
987654506,sandeep meghawal,68126,39740,28386,4506
987654506,sandeep meghawal,65574,29410,36164,4506
987654506,sandeep meghawal,57467,42680,14787,4506
987654506,sandeep meghawal,63550,42740,20810,4506
987654506,sandeep meghawal,55014,50330,4684,4506
987654506,sandeep meghawal,75232,30650,44582,4506
987654506,sandeep meghawal,59832,28030,31802,4506
987654506,sandeep meghawal,88663,82190,6473,4506
987654507,imamudeen,94394,63860,30534,4507
987654507,imamudeen,84648,44470,40178,4507
987654507,imamudeen,94955,24620,70335,4507
987654507,imamudeen,115118,68380,46738,4507
987654507,imamudeen,68423,64470,3953,4507
987654507,imamudeen,78950,44330,34620,4507
987654507,imamudeen,62989,62760,229,4507
987654507,imamudeen,56202,53180,3022,4507
987654507,imamudeen,85418,32590,52828,4507
987654507,imamudeen,70656,60890,9766,4507
987654507,imamudeen,93932,40990,52942,4507
987654507,imamudeen,86463,48110,38353,4507
987654507,imamudeen,83625,58450,25175,4507
987654507,imamudeen,102303,73180,29123,4507
987654507,imamudeen,108419,49150,59269,4507
987654507,imamudeen,59887,32090,27797,4507
987654507,imamudeen,50922,42080,8842,4507
987654507,imamudeen,53727,30780,22947,4507
987654507,imamudeen,60074,18140,41934,4507
987654507,imamudeen,56367,53850,2517,4507
987654507,imamudeen,58886,19120,39766,4507
987654507,imamudeen,61482,33530,27952,4507
987654507,imamudeen,95186,64160,31026,4507
987654507,imamudeen,94757,28300,66457,4507
987654508,sandeep kumar,93228,61680,31548,4508
987654508,sandeep kumar,97419,55460,41959,4508
987654508,sandeep kumar,106384,103280,3104,4508
987654508,sandeep kumar,58193,21540,36653,4508
987654508,sandeep kumar,60206,15390,44816,4508
987654508,sandeep kumar,55267,52630,2637,4508
987654508,sandeep kumar,63451,22040,41411,4508
987654508,sandeep kumar,66366,58890,7476,4508
987654508,sandeep kumar,56510,32920,23590,4508
987654508,sandeep kumar,63495,55840,7655,4508
987654508,sandeep kumar,93789,36100,57689,4508
987654508,sandeep kumar,96517,38270,58247,4508
987654508,sandeep kumar,98992,84950,14042,4508
987654508,sandeep kumar,97342,56110,41232,4508
987654508,sandeep kumar,117637,74900,42737,4508
987654508,sandeep kumar,61955,48370,13585,4508
987654508,sandeep kumar,64914,27470,37444,4508
987654508,sandeep kumar,56895,39230,17665,4508
987654508,sandeep kumar,63704,30300,33404,4508
987654508,sandeep kumar,60943,33180,27763,4508
987654508,sandeep kumar,61570,48190,13380,4508
987654508,sandeep kumar,65673,58430,7243,4508
987654508,sandeep kumar,92205,86920,5285,4508
987654508,sandeep kumar,87673,46440,41233,4508
987654509,tarjan,97639,67200,30439,4509
987654509,tarjan,94867,63180,31687,4509
987654509,tarjan,124314,50040,74274,4509
987654509,tarjan,65453,46340,19113,4509
987654509,tarjan,66652,19240,47412,4509
987654509,tarjan,64815,23260,41555,4509
987654509,tarjan,72405,35600,36805,4509
987654509,tarjan,79269,61860,17409,4509
987654509,tarjan,86276,24090,62186,4509
987654509,tarjan,77663,56530,21133,4509
987654509,tarjan,95384,87600,7784,4509
987654509,tarjan,106780,103790,2990,4509
987654509,tarjan,108397,52760,55637,4509
987654509,tarjan,101269,66360,34909,4509
987654509,tarjan,145742,141230,4512,4509
987654509,tarjan,61603,18470,43133,4509
987654509,tarjan,57951,31140,26811,4509
987654509,tarjan,57907,43990,13917,4509
987654509,tarjan,57511,32620,24891,4509
987654509,tarjan,53595,22170,31425,4509
987654509,tarjan,60657,50060,10597,4509
987654509,tarjan,63418,16060,47358,4509
987654509,tarjan,84637,83160,1477,4509
987654509,tarjan,87409,82740,4669,4509
987654510,kuldeep singh,83812,31680,52132,4510
987654510,kuldeep singh,94097,91960,2137,4510
987654510,kuldeep singh,122125,49690,72435,4510
987654510,kuldeep singh,68093,44020,24073,4510
987654510,kuldeep singh,60393,48100,12293,4510
987654510,kuldeep singh,70018,63460,6558,4510
987654510,kuldeep singh,65563,17000,48563,4510
987654510,kuldeep singh,61240,34230,27010,4510
987654510,kuldeep singh,63572,17890,45682,4510
987654510,kuldeep singh,63055,38200,24855,4510
987654510,kuldeep singh,94845,40800,54045,4510
987654510,kuldeep singh,90918,57350,33568,4510
987654510,kuldeep singh,86485,36670,49815,4510
987654510,kuldeep singh,77190,65280,11910,4510
987654510,kuldeep singh,98376,63840,34536,4510
987654510,kuldeep singh,75804,73340,2464,4510
987654510,kuldeep singh,70975,68750,2225,4510
987654510,kuldeep singh,71503,26360,45143,4510
987654510,kuldeep singh,69358,68540,818,4510
987654510,kuldeep singh,63605,23850,39755,4510
987654510,kuldeep singh,69534,50750,18784,4510
987654510,kuldeep singh,65816,62410,3406,4510
987654510,kuldeep singh,88388,34040,54348,4510
987654510,kuldeep singh,88938,52670,36268,4510
987654511,murari,85869,67630,18239,4511
987654511,murari,93998,59600,34398,4511
987654511,murari,114909,77790,37119,4511
987654511,murari,68368,44540,23828,4511
987654511,murari,64925,17470,47455,4511
987654511,murari,57357,18240,39117,4511
987654511,murari,64617,60390,4227,4511
987654511,murari,69512,38950,30562,4511
987654511,murari,64936,64160,776,4511
987654511,murari,70579,70180,399,4511
987654511,murari,84945,48870,36075,4511
987654511,murari,84703,50300,34403,4511
987654511,murari,89213,88490,723,4511
987654511,murari,95087,39560,55527,4511
987654511,murari,122950,85820,37130,4511
987654511,murari,76409,59300,17109,4511
987654511,murari,96770,74380,22390,4511
987654511,murari,91105,63180,27925,4511
987654511,murari,97925,32700,65225,4511
987654511,murari,97980,49990,47990,4511
987654511,murari,125656,125180,476,4511
987654511,murari,52231,32030,20201,4511
987654511,murari,66707,25380,41327,4511
987654511,murari,70106,22210,47896,4511
987654512,ramvilash,56961,28010,28951,4512
987654512,ramvilash,65651,33870,31781,4512
987654512,ramvilash,61823,33480,28343,4512
987654512,ramvilash,81777,61180,20597,4512
987654512,ramvilash,81733,27350,54383,4512
987654512,ramvilash,88839,45330,43509,4512
987654512,ramvilash,96033,65350,30683,4512
987654512,ramvilash,103634,46830,56804,4512
987654512,ramvilash,66014,32580,33434,4512
987654512,ramvilash,77322,45460,31862,4512
987654512,ramvilash,70337,50410,19927,4512
987654512,ramvilash,60415,49920,10495,4512
987654512,ramvilash,64848,31300,33548,4512
987654512,ramvilash,69941,69250,691,4512
987654512,ramvilash,87563,30190,57373,4512
987654512,ramvilash,108804,54090,54714,4512
987654512,ramvilash,116449,101100,15349,4512
987654512,ramvilash,111125,44400,66725,4512
987654512,ramvilash,75232,27130,48102,4512
987654512,ramvilash,73868,50590,23278,4512
987654512,ramvilash,87486,26640,60846,4512
987654512,ramvilash,92546,41080,51466,4512
987654512,ramvilash,85011,66800,18211,4512
987654512,ramvilash,103810,40710,63100,4512
987654513,jagdish,65640,51070,14570,4513
987654513,jagdish,64111,41950,22161,4513
987654513,jagdish,59843,41780,18063,4513
987654513,jagdish,58688,19580,39108,4513
987654513,jagdish,57379,29190,28189,4513
987654513,jagdish,58435,21520,36915,4513
987654513,jagdish,58776,21560,37216,4513
987654513,jagdish,94966,70840,24126,4513
987654513,jagdish,82272,62820,19452,4513
987654513,jagdish,80754,32840,47914,4513
987654513,jagdish,96935,69100,27835,4513
987654513,jagdish,119155,31340,87815,4513
987654513,jagdish,61779,54320,7459,4513
987654513,jagdish,59755,37210,22545,4513
987654513,jagdish,68247,26740,41507,4513
987654513,jagdish,68225,63020,5205,4513
987654513,jagdish,71932,67070,4862,4513
987654513,jagdish,103370,34990,68380,4513
987654513,jagdish,126459,94210,32249,4513
987654513,jagdish,125271,114490,10781,4513
987654513,jagdish,113358,85820,27538,4513
987654513,jagdish,131761,73600,58161,4513
987654513,jagdish,81623,21540,60083,4513
987654513,jagdish,93261,86780,6481,4513
987654514,vishal ,93899,83650,10249,4514
987654514,vishal ,99311,89600,9711,4514
987654514,vishal ,103755,88660,15095,4514
987654514,vishal ,89499,53570,35929,4514
987654514,vishal ,73681,22710,50971,4514
987654514,vishal ,77036,40860,36176,4514
987654514,vishal ,64881,41240,23641,4514
987654514,vishal ,66531,37020,29511,4514
987654514,vishal ,64672,59940,4732,4514
987654514,vishal ,53133,21000,32133,4514
987654514,vishal ,63638,28150,35488,4514
987654514,vishal ,88608,72640,15968,4514
987654514,vishal ,89103,60530,28573,4514
987654514,vishal ,95912,58210,37702,4514
987654514,vishal ,99465,58650,40815,4514
987654514,vishal ,136139,38910,97229,4514
987654514,vishal ,71371,36040,35331,4514
987654514,vishal ,69292,34730,34562,4514
987654514,vishal ,68390,46550,21840,4514
987654514,vishal ,61471,37000,24471,4514
987654514,vishal ,54629,15130,39499,4514
987654514,vishal ,58204,28580,29624,4514
987654514,vishal ,63561,30670,32891,4514
987654514,vishal ,85935,27850,58085,4514
987654515,mohd shahid,86958,69100,17858,4515
987654515,mohd shahid,86672,29700,56972,4515
987654515,mohd shahid,94284,88230,6054,4515
987654515,mohd shahid,112225,37620,74605,4515
987654515,mohd shahid,59700,48980,10720,4515
987654515,mohd shahid,62087,55400,6687,4515
987654515,mohd shahid,65992,24070,41922,4515
987654515,mohd shahid,59568,47430,12138,4515
987654515,mohd shahid,57566,44340,13226,4515
987654515,mohd shahid,60921,51230,9691,4515
987654515,mohd shahid,65332,52320,13012,4515
987654515,mohd shahid,83625,69990,13635,4515
987654515,mohd shahid,91380,27840,63540,4515
987654515,mohd shahid,90071,66230,23841,4515
987654515,mohd shahid,83273,45630,37643,4515
987654515,mohd shahid,107924,90530,17394,4515
987654515,mohd shahid,75903,49010,26893,4515
987654515,mohd shahid,66784,36100,30684,4515
987654515,mohd shahid,63132,60130,3002,4515
987654515,mohd shahid,50185,23010,27175,4515
987654515,mohd shahid,59744,50260,9484,4515
987654515,mohd shahid,59216,17040,42176,4515
987654515,mohd shahid,62241,46070,16171,4515
987654515,mohd shahid,85308,55830,29478,4515
987654516,ramvilash,84637,71940,12697,4516
987654516,ramvilash,92051,47880,44171,4516
987654516,ramvilash,91842,85660,6182,4516
987654516,ramvilash,123269,73450,49819,4516
987654516,ramvilash,67840,63040,4800,4516
987654516,ramvilash,58864,45560,13304,4516
987654516,ramvilash,57797,54800,2997,4516
987654516,ramvilash,59062,33450,25612,4516
987654516,ramvilash,50449,15090,35359,4516
987654516,ramvilash,59469,33860,25609,4516
987654516,ramvilash,69842,39330,30512,4516
987654516,ramvilash,88069,76860,11209,4516
987654516,ramvilash,83581,68660,14921,4516
987654516,ramvilash,91501,75770,15731,4516
987654516,ramvilash,100334,54630,45704,4516
987654516,ramvilash,121190,65910,55280,4516
987654516,ramvilash,70392,53080,17312,4516
987654516,ramvilash,51142,36730,14412,4516
987654516,ramvilash,53617,38330,15287,4516
987654516,ramvilash,55399,23980,31419,4516
987654516,ramvilash,72064,48510,23554,4516
987654516,ramvilash,62472,27870,34602,4516
987654516,ramvilash,59612,35230,24382,4516
987654516,ramvilash,65607,60150,5457,4516
987654517,kuldeep,72834,48120,24714,4517
987654517,kuldeep,32552,20610,11942,4517
987654517,kuldeep,52605,21890,30715,4517
987654517,kuldeep,44960,19310,25650,4517
987654517,kuldeep,48579,22290,26289,4517
987654517,kuldeep,49778,25600,24178,4517
987654517,kuldeep,52660,37730,14930,4517
987654517,kuldeep,35874,29160,6714,4517
987654517,kuldeep,58886,55670,3216,4517
987654517,kuldeep,67752,17640,50112,4517
987654517,kuldeep,67653,21830,45823,4517
987654517,kuldeep,71679,37330,34349,4517
987654517,kuldeep,79302,61320,17982,4517
987654517,kuldeep,34213,31090,3123,4517
987654517,kuldeep,54871,51950,2921,4517
987654517,kuldeep,55630,47800,7830,4517
987654517,kuldeep,52000,44130,7870,4517
987654517,kuldeep,54585,34120,20465,4517
987654517,kuldeep,62846,58370,4476,4517
987654517,kuldeep,40219,15670,24549,4517
987654517,kuldeep,68852,24850,44002,4517
987654517,kuldeep,67763,34800,32963,4517
987654517,kuldeep,64771,40570,24201,4517
987654517,kuldeep,112005,105000,7005,4517
987654518,talim,95461,71660,23801,4518
987654518,talim,38558,26690,11868,4518
987654518,talim,57632,35190,22442,4518
987654518,talim,56059,39620,16439,4518
987654518,talim,58864,20890,37974,4518
987654518,talim,58886,17160,41726,4518
987654518,talim,51637,34740,16897,4518
987654518,talim,38272,24000,14272,4518
987654518,talim,68709,20010,48699,4518
